,id,client_id,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,USER__current_age,USER__retirement_age,USER__birth_year,USER__birth_month,USER__gender,USER__latitude,USER__longitude,USER__per_capita_income,USER__yearly_income,USER__total_debt,USER__credit_score,USER__num_credit_cards
1389,2602,1019,Mastercard,Debit,2014-03-01,1,2,7406,2009-04-01,2014,0,81,57,1939,1,Female,34.09,-117.96,15775,29928,2028,713,4
1390,5170,1019,Visa,Credit,2016-03-01,1,2,3300,2009-10-01,2010,0,81,57,1939,1,Female,34.09,-117.96,15775,29928,2028,713,4
1391,5112,1019,Mastercard,Credit,2023-11-01,1,1,7300,2008-10-01,2010,0,81,57,1939,1,Female,34.09,-117.96,15775,29928,2028,713,4
1392,4794,1019,Visa,Debit,2024-10-01,1,1,4386,2010-09-01,2016,0,81,57,1939,1,Female,34.09,-117.96,15775,29928,2028,713,4
1393,6025,1568,Visa,Credit,2023-07-01,1,1,13000,2010-12-01,2012,0,47,67,1972,5,Female,40.67,-73.39,21077,42976,58765,748,3
1394,977,1568,Mastercard,Debit,2020-04-01,1,2,14418,2000-02-01,2005,0,47,67,1972,5,Female,40.67,-73.39,21077,42976,58765,748,3
1395,3000,1568,Mastercard,Debit,2022-07-01,1,2,9120,2009-05-01,2013,0,47,67,1972,5,Female,40.67,-73.39,21077,42976,58765,748,3
1396,2913,1765,Visa,Debit,2013-02-01,1,1,11588,2006-05-01,2008,0,40,68,1979,3,Male,33.46,-82.5,15755,32126,56283,770,3
1397,4808,1765,Mastercard,Credit,2023-10-01,0,1,7500,2011-09-01,2011,0,40,68,1979,3,Male,33.46,-82.5,15755,32126,56283,770,3
1398,4376,1765,Visa,Debit,2011-09-01,1,2,18042,2011-08-01,2011,0,40,68,1979,3,Male,33.46,-82.5,15755,32126,56283,770,3
1399,5731,1875,Mastercard,Debit,2018-08-01,1,2,13694,2017-11-01,2017,0,56,69,1963,4,Male,40.89,-81.58,22170,45202,71022,683,4
1400,4100,1875,Mastercard,Debit,2021-04-01,1,2,15849,2001-08-01,2009,0,56,69,1963,4,Male,40.89,-81.58,22170,45202,71022,683,4
1401,4167,1875,Visa,Debit,2024-06-01,1,1,16566,2005-08-01,2009,0,56,69,1963,4,Male,40.89,-81.58,22170,45202,71022,683,4
1402,5955,1875,Discover,Credit,2012-04-01,1,1,10400,2009-12-01,2009,0,56,69,1963,4,Male,40.89,-81.58,22170,45202,71022,683,4
1403,1550,1111,Mastercard,Credit,2020-02-01,1,1,9200,2020-02-01,2020,0,20,65,1999,3,Female,26.63,-81.99,17120,34907,64107,742,3
1404,1551,1111,Mastercard,Debit,2020-02-01,1,2,17967,2020-02-01,2020,0,20,65,1999,3,Female,26.63,-81.99,17120,34907,64107,742,3
1405,396,1111,Amex,Credit,2021-01-01,1,2,8400,2020-01-01,2020,0,20,65,1999,3,Female,26.63,-81.99,17120,34907,64107,742,3
1406,525,1160,Mastercard,Debit,2024-09-01,1,1,14168,2020-01-01,2020,0,27,65,1992,4,Male,41.8,-80.06,16965,34591,65770,688,2
1407,1820,1160,Visa,Debit,2020-06-01,1,1,3149,2020-02-01,2020,0,27,65,1992,4,Male,41.8,-80.06,16965,34591,65770,688,2
1408,1552,1574,Mastercard,Debit,2023-04-01,1,1,13161,2020-02-01,2020,0,22,69,1997,3,Female,34.89,-77.54,15661,31933,65405,746,1
1409,1041,189,Visa,Credit,2020-09-01,1,2,11700,2004-02-01,2008,0,42,70,1978,2,Male,30.44,-97.62,25584,52165,97248,730,4
1410,1370,189,Mastercard,Debit,2019-01-01,1,1,17678,2017-02-01,2017,0,42,70,1978,2,Male,30.44,-97.62,25584,52165,97248,730,4
1411,4887,189,Visa,Debit (Prepaid),2020-04-01,1,1,81,2015-09-01,2015,0,42,70,1978,2,Male,30.44,-97.62,25584,52165,97248,730,4
1412,4055,189,Mastercard,Debit,2023-01-01,1,2,26231,2017-07-01,2017,0,42,70,1978,2,Male,30.44,-97.62,25584,52165,97248,730,4
1413,2367,466,Visa,Credit,2021-11-01,1,1,7700,2017-03-01,2017,0,58,64,1961,8,Female,40.4,-81.35,14477,29519,45597,643,3
1414,5467,466,Visa,Credit,2022-08-01,1,1,6800,2006-11-01,2009,0,58,64,1961,8,Female,40.4,-81.35,14477,29519,45597,643,3
1415,2247,466,Mastercard,Debit,2023-03-01,1,2,736,2010-03-01,2015,0,58,64,1961,8,Female,40.4,-81.35,14477,29519,45597,643,3
1416,5263,659,Visa,Debit (Prepaid),2018-08-01,1,1,96,2012-10-01,2012,0,57,67,1962,5,Male,38.73,-86.47,15981,32583,12501,812,7
1417,5304,659,Mastercard,Debit,2017-04-01,0,1,14977,2015-10-01,2015,0,57,67,1962,5,Male,38.73,-86.47,15981,32583,12501,812,7
1418,1821,659,Visa,Debit,2023-04-01,1,1,13162,2020-02-01,2020,0,57,67,1962,5,Male,38.73,-86.47,15981,32583,12501,812,7
1419,4864,659,Visa,Debit,2019-11-01,1,2,17649,2013-09-01,2013,0,57,67,1962,5,Male,38.73,-86.47,15981,32583,12501,812,7
1420,5658,659,Visa,Debit,2021-02-01,1,1,10538,2011-11-01,2011,0,57,67,1962,5,Male,38.73,-86.47,15981,32583,12501,812,7
1421,5486,659,Mastercard,Credit,2022-02-01,1,2,10500,2007-11-01,2011,0,57,67,1962,5,Male,38.73,-86.47,15981,32583,12501,812,7
1422,128,659,Mastercard,Debit (Prepaid),2020-11-01,1,2,74,2007-01-01,2010,0,57,67,1962,5,Male,38.73,-86.47,15981,32583,12501,812,7
1423,4973,942,Visa,Debit,2018-02-01,1,1,39441,2002-10-01,2008,0,37,65,1982,7,Male,30.3,-90.97,29006,59139,128870,742,4
1424,3174,942,Mastercard,Debit,2022-11-01,1,2,27720,2016-05-01,2016,0,37,65,1982,7,Male,30.3,-90.97,29006,59139,128870,742,4
1425,2670,942,Amex,Credit,2023-05-01,1,1,20800,2011-04-01,2013,0,37,65,1982,7,Male,30.3,-90.97,29006,59139,128870,742,4
1426,2772,942,Visa,Credit,2022-10-01,1,2,5300,2017-04-01,2017,0,37,65,1982,7,Male,30.3,-90.97,29006,59139,128870,742,4
1427,22,1234,Visa,Debit (Prepaid),2023-01-01,0,1,65,2001-01-01,2007,0,44,64,1975,10,Male,29.76,-95.38,30499,62185,114235,749,1
1428,1822,841,Visa,Debit,2021-08-01,1,2,20182,2020-02-01,2020,0,22,67,1997,6,Male,44.63,-123.0,17561,35800,65841,753,2
1429,795,841,Visa,Credit,2020-01-01,1,2,8700,2020-01-01,2020,0,22,67,1997,6,Male,44.63,-123.0,17561,35800,65841,753,2
1430,796,1388,Visa,Credit,2020-05-01,1,1,23300,2020-01-01,2020,0,26,71,1993,10,Male,39.09,-76.85,35553,72485,31605,691,2
1431,797,1388,Visa,Debit,2020-02-01,1,1,8989,2020-01-01,2020,0,26,71,1993,10,Male,39.09,-76.85,35553,72485,31605,691,2
1432,1553,1056,Mastercard,Debit,2024-02-01,1,1,41816,2020-02-01,2020,0,24,65,1995,3,Female,34.28,-119.22,25524,52036,26232,703,3
1433,798,1056,Visa,Debit,2020-03-01,1,1,16202,2020-01-01,2020,0,24,65,1995,3,Female,34.28,-119.22,25524,52036,26232,703,3
1434,3586,1056,Visa,Debit,2020-10-01,1,2,39457,2014-06-01,2014,0,24,65,1995,3,Female,34.28,-119.22,25524,52036,26232,703,3
1435,3441,345,Visa,Credit,2024-09-01,1,3,7900,2009-06-01,2009,0,33,67,1986,7,Male,42.24,-85.48,17409,35499,80517,724,1
1436,1084,308,Mastercard,Credit,2023-01-01,1,2,7400,2006-02-01,2008,0,44,65,1976,1,Male,35.37,-85.38,15209,31015,103094,737,2
1437,3628,308,Mastercard,Debit (Prepaid),2023-08-01,1,2,107,2018-06-01,2018,0,44,65,1976,1,Male,35.37,-85.38,15209,31015,103094,737,2
1438,2421,1922,Visa,Debit (Prepaid),2021-03-01,1,1,24,2001-04-01,2009,0,79,65,1940,11,Male,32.85,-117.2,34848,53222,23051,640,1
1439,3280,1156,Visa,Debit,2022-08-01,1,2,88743,2004-06-01,2010,0,56,69,1963,6,Female,40.74,-74.33,137428,280199,91367,752,5
1440,12,1156,Visa,Credit,2023-02-01,0,1,57200,1999-01-01,2011,0,56,69,1963,6,Female,40.74,-74.33,137428,280199,91367,752,5
1441,3143,1156,Discover,Credit,2022-08-01,0,1,2500,2014-05-01,2014,0,56,69,1963,6,Female,40.74,-74.33,137428,280199,91367,752,5
1442,4128,1156,Mastercard,Debit,2009-12-01,1,1,151223,2004-08-01,2009,0,56,69,1963,6,Female,40.74,-74.33,137428,280199,91367,752,5
1443,175,1156,Visa,Credit,2020-02-01,1,1,61100,2008-01-01,2010,0,56,69,1963,6,Female,40.74,-74.33,137428,280199,91367,752,5
1444,3764,561,Mastercard,Debit,2022-04-01,1,1,26960,2006-07-01,2010,0,48,67,1971,6,Male,40.8,-91.12,18076,36853,112139,834,5
1445,6053,561,Visa,Debit,2022-12-01,1,1,16531,2011-12-01,2011,0,48,67,1971,6,Male,40.8,-91.12,18076,36853,112139,834,5
1446,2716,561,Mastercard,Debit (Prepaid),2024-05-01,1,1,69,2013-04-01,2013,0,48,67,1971,6,Male,40.8,-91.12,18076,36853,112139,834,5
1447,6119,561,Mastercard,Debit,2021-08-01,1,1,14054,2016-12-01,2016,0,48,67,1971,6,Male,40.8,-91.12,18076,36853,112139,834,5
1448,4575,561,Mastercard,Credit,2024-12-01,1,1,9100,2005-09-01,2015,0,48,67,1971,6,Male,40.8,-91.12,18076,36853,112139,834,5
1449,526,507,Mastercard,Debit (Prepaid),2020-02-01,1,3,74,2020-01-01,2020,0,22,70,1998,2,Male,40.81,-74.0,18392,37497,0,695,1
1450,5316,1522,Visa,Credit,2024-06-01,1,2,23000,2016-10-01,2016,0,88,66,1931,10,Female,40.94,-74.24,37030,31828,3777,593,3
1451,5213,1522,Visa,Credit,2024-09-01,1,2,21900,2010-10-01,2013,0,88,66,1931,10,Female,40.94,-74.24,37030,31828,3777,593,3
1452,368,1522,Mastercard,Credit,2020-02-01,1,2,11200,2018-01-01,2018,0,88,66,1931,10,Female,40.94,-74.24,37030,31828,3777,593,3
1453,5545,695,Visa,Debit,2020-12-01,1,1,22676,2008-11-01,2012,0,49,68,1970,7,Female,29.48,-95.1,35246,71866,132580,662,1
1454,3442,285,Visa,Debit (Prepaid),2022-02-01,1,1,65,2009-06-01,2009,0,62,69,1957,8,Male,36.95,-121.72,16920,34496,33122,731,5
1455,4196,285,Discover,Credit,2010-08-01,1,2,12000,2007-08-01,2012,0,62,69,1957,8,Male,36.95,-121.72,16920,34496,33122,731,5
1456,2156,285,Visa,Debit,2020-05-01,1,1,20723,2007-03-01,2013,0,62,69,1957,8,Male,36.95,-121.72,16920,34496,33122,731,5
1457,2927,285,Mastercard,Credit,2023-01-01,1,2,11500,2007-05-01,2007,0,62,69,1957,8,Male,36.95,-121.72,16920,34496,33122,731,5
1458,5747,285,Discover,Credit,2021-04-01,1,2,7300,1991-12-01,2009,0,62,69,1957,8,Male,36.95,-121.72,16920,34496,33122,731,5
1459,5041,113,Amex,Credit,2010-07-01,0,1,14400,2006-10-01,2010,0,74,71,1946,1,Female,32.86,-97.21,26016,39003,10793,788,5
1460,3608,113,Mastercard,Credit,2021-10-01,1,2,14200,2016-06-01,2016,0,74,71,1946,1,Female,32.86,-97.21,26016,39003,10793,788,5
1461,3705,113,Visa,Debit,2020-06-01,1,1,18818,2003-07-01,2008,0,74,71,1946,1,Female,32.86,-97.21,26016,39003,10793,788,5
1462,4586,113,Visa,Debit,2022-02-01,1,1,20509,2005-09-01,2007,0,74,71,1946,1,Female,32.86,-97.21,26016,39003,10793,788,5
1463,4526,113,Visa,Debit,2023-01-01,1,1,17510,2002-09-01,2008,0,74,71,1946,1,Female,32.86,-97.21,26016,39003,10793,788,5
1464,4937,1039,Visa,Debit,2024-06-01,1,1,3335,1998-10-01,2012,0,68,64,1951,3,Male,34.04,-118.21,12349,11566,9102,536,4
1465,5791,1039,Mastercard,Debit,2020-02-01,1,2,4598,2003-12-01,2017,0,68,64,1951,3,Male,34.04,-118.21,12349,11566,9102,536,4
1466,304,1039,Visa,Credit,2020-01-01,1,2,4900,2012-01-01,2012,0,68,64,1951,3,Male,34.04,-118.21,12349,11566,9102,536,4
1467,5004,1039,Mastercard,Debit,2013-08-01,1,2,18498,2004-10-01,2010,0,68,64,1951,3,Male,34.04,-118.21,12349,11566,9102,536,4
1468,2943,176,Visa,Debit,2024-02-01,1,2,7312,2007-05-01,2008,0,45,71,1974,12,Female,33.74,-84.31,25586,52172,66085,667,4
1469,2603,176,Mastercard,Debit,2024-06-01,1,2,34799,2009-04-01,2014,0,45,71,1974,12,Female,33.74,-84.31,25586,52172,66085,667,4
1470,972,176,Visa,Debit,2021-04-01,1,2,19882,1999-02-01,2010,0,45,71,1974,12,Female,33.74,-84.31,25586,52172,66085,667,4
1471,6026,176,Visa,Debit (Prepaid),2019-12-01,1,2,57,2010-12-01,2017,0,45,71,1974,12,Female,33.74,-84.31,25586,52172,66085,667,4
1472,2049,1104,Visa,Debit,2005-06-01,1,1,14383,2003-03-01,2011,0,91,66,1928,3,Male,26.23,-80.13,18266,40141,805,850,6
1473,4507,1104,Visa,Debit,2005-12-01,0,1,20666,2000-09-01,2011,0,91,66,1928,3,Male,26.23,-80.13,18266,40141,805,850,6
1474,4768,1104,Mastercard,Credit,2024-04-01,0,1,8600,2010-09-01,2012,0,91,66,1928,3,Male,26.23,-80.13,18266,40141,805,850,6
1475,4849,1104,Mastercard,Credit,2021-10-01,1,2,11400,2013-09-01,2013,0,91,66,1928,3,Male,26.23,-80.13,18266,40141,805,850,6
1476,3994,1104,Mastercard,Debit,2012-12-01,1,2,19695,2012-07-01,2012,0,91,66,1928,3,Male,26.23,-80.13,18266,40141,805,850,6
1477,5766,1104,Visa,Debit,2021-05-01,1,1,16578,2000-12-01,2010,0,91,66,1928,3,Male,26.23,-80.13,18266,40141,805,850,6
1478,5297,946,Visa,Credit,2020-09-01,1,2,8700,2014-10-01,2014,0,48,66,1971,5,Male,40.31,-79.38,19486,39733,79302,781,4
1479,5403,946,Mastercard,Credit,2022-01-01,1,1,10600,2004-11-01,2013,0,48,66,1971,5,Male,40.31,-79.38,19486,39733,79302,781,4
1480,97,946,Mastercard,Debit,2021-02-01,1,1,12925,2006-01-01,2010,0,48,66,1971,5,Male,40.31,-79.38,19486,39733,79302,781,4
1481,4487,946,Mastercard,Debit,1997-10-01,1,2,906,1994-09-01,2013,0,48,66,1971,5,Male,40.31,-79.38,19486,39733,79302,781,4
1482,527,1465,Mastercard,Credit,2023-01-01,1,1,11600,2020-01-01,2020,0,29,65,1991,2,Female,39.53,-84.08,25333,51651,22705,801,3
1483,4903,1465,Amex,Credit,2021-06-01,1,2,10700,2017-09-01,2017,0,29,65,1991,2,Female,39.53,-84.08,25333,51651,22705,801,3
1484,1173,1465,Mastercard,Debit,2022-02-01,0,1,42142,2009-02-01,2010,0,29,65,1991,2,Female,39.53,-84.08,25333,51651,22705,801,3
1485,1554,25,Mastercard,Credit,2020-02-01,1,1,4000,2020-02-01,2020,0,22,64,1997,3,Female,33.36,-111.93,24122,49190,122458,630,1
1486,1350,571,Amex,Credit,2015-11-01,1,2,7200,2015-02-01,2015,0,42,68,1977,11,Male,39.46,-77.96,18003,36711,84949,739,4
1487,312,571,Mastercard,Debit,2023-02-01,1,2,13019,2013-01-01,2013,0,42,68,1977,11,Male,39.46,-77.96,18003,36711,84949,739,4
1488,4047,571,Visa,Debit,2023-11-01,1,1,16647,2016-07-01,2016,0,42,68,1977,11,Male,39.46,-77.96,18003,36711,84949,739,4
1489,5960,571,Mastercard,Debit,2017-02-01,1,1,12247,2009-12-01,2009,0,42,68,1977,11,Male,39.46,-77.96,18003,36711,84949,739,4
1490,528,1396,Mastercard,Debit (Prepaid),2020-02-01,1,1,23,2020-01-01,2020,0,22,61,1997,5,Male,39.21,-76.72,22728,46344,66994,732,3
1491,799,1396,Visa,Debit (Prepaid),2024-05-01,1,1,91,2020-01-01,2020,0,22,61,1997,5,Male,39.21,-76.72,22728,46344,66994,732,3
1492,1555,1396,Mastercard,Debit (Prepaid),2020-02-01,1,2,77,2020-02-01,2020,0,22,61,1997,5,Male,39.21,-76.72,22728,46344,66994,732,3
1493,1823,599,Visa,Debit,2021-03-01,1,1,82677,2020-02-01,2020,0,26,71,1993,3,Male,40.36,-75.09,49534,100991,0,722,3
1494,800,599,Visa,Credit,2023-07-01,1,2,23400,2020-01-01,2020,0,26,71,1993,3,Male,40.36,-75.09,49534,100991,0,722,3
1495,529,599,Mastercard,Debit,2020-01-01,1,1,72868,2020-01-01,2020,0,26,71,1993,3,Male,40.36,-75.09,49534,100991,0,722,3
1496,4539,1074,Visa,Debit,2024-09-01,0,2,15029,2003-09-01,2007,0,62,65,1957,6,Female,44.66,-103.85,16097,32819,25393,826,5
1497,3903,1074,Visa,Credit,2021-05-01,1,1,9700,2009-07-01,2013,0,62,65,1957,6,Female,44.66,-103.85,16097,32819,25393,826,5
1498,5961,1074,Mastercard,Debit,2023-12-01,1,2,6847,2009-12-01,2009,0,62,65,1957,6,Female,44.66,-103.85,16097,32819,25393,826,5
1499,2044,1074,Mastercard,Credit,2022-07-01,1,2,4800,2003-03-01,2011,0,62,65,1957,6,Female,44.66,-103.85,16097,32819,25393,826,5
1500,4108,1074,Mastercard,Debit,2022-02-01,1,1,17294,2002-08-01,2010,0,62,65,1957,6,Female,44.66,-103.85,16097,32819,25393,826,5
1501,5680,214,Visa,Credit,2012-11-01,1,3,0,2012-11-01,2012,0,30,62,1989,8,Male,41.83,-87.68,23446,47803,81929,652,1
1502,5005,771,Mastercard,Debit,2024-10-01,1,2,5857,2004-10-01,2007,0,44,69,1975,9,Male,42.33,-122.79,18961,38661,88636,765,3
1503,4986,771,Mastercard,Debit,2023-01-01,1,2,17536,2003-10-01,2010,0,44,69,1975,9,Male,42.33,-122.79,18961,38661,88636,765,3
1504,3803,771,Mastercard,Debit (Prepaid),2020-09-01,1,2,61,2007-07-01,2016,0,44,69,1975,9,Male,42.33,-122.79,18961,38661,88636,765,3
1505,5104,520,Amex,Credit,2024-04-01,1,1,13300,2008-10-01,2014,0,45,66,1974,4,Male,40.26,-75.74,28278,57658,74288,766,5
1506,2020,520,Mastercard,Debit,2022-05-01,1,1,34278,2001-03-01,2010,0,45,66,1974,4,Male,40.26,-75.74,28278,57658,74288,766,5
1507,4129,520,Mastercard,Debit,2007-10-01,1,2,38235,2004-08-01,2016,0,45,66,1974,4,Male,40.26,-75.74,28278,57658,74288,766,5
1508,3948,520,Visa,Debit,2024-09-01,0,2,1587,2010-07-01,2013,0,45,66,1974,4,Male,40.26,-75.74,28278,57658,74288,766,5
1509,2659,520,Visa,Debit,2022-10-01,1,2,28156,2010-04-01,2010,0,45,66,1974,4,Male,40.26,-75.74,28278,57658,74288,766,5
1510,5468,288,Visa,Credit,2022-05-01,0,1,6500,2006-11-01,2018,0,45,69,1974,5,Female,33.17,-90.48,10909,22249,20420,789,3
1511,6039,288,Mastercard,Debit,2012-10-01,1,2,4324,2011-12-01,2011,0,45,69,1974,5,Female,33.17,-90.48,10909,22249,20420,789,3
1512,3497,288,Visa,Debit,2022-01-01,1,2,1112,2010-06-01,2010,0,45,69,1974,5,Female,33.17,-90.48,10909,22249,20420,789,3
1513,1824,1979,Visa,Credit,2020-02-01,1,1,19600,2020-02-01,2020,0,38,68,1982,2,Female,26.37,-80.1,31706,64647,58250,738,4
1514,2548,1979,Visa,Debit,2023-05-01,1,2,15182,2007-04-01,2009,0,38,68,1982,2,Female,26.37,-80.1,31706,64647,58250,738,4
1515,4396,1979,Visa,Credit,2017-05-01,1,1,14200,2012-08-01,2012,0,38,68,1982,2,Female,26.37,-80.1,31706,64647,58250,738,4
1516,2812,1979,Mastercard,Debit,2022-08-01,1,1,30065,2001-05-01,2011,0,38,68,1982,2,Female,26.37,-80.1,31706,64647,58250,738,4
1517,1825,1253,Visa,Credit,2022-05-01,0,1,10600,2020-02-01,2020,0,32,64,1987,10,Female,41.44,-73.04,28814,58749,113308,768,6
1518,5691,1253,Visa,Debit,2020-08-01,1,1,39764,2013-11-01,2013,0,32,64,1987,10,Female,41.44,-73.04,28814,58749,113308,768,6
1519,3841,1253,Mastercard,Debit,2023-10-01,1,1,27208,2008-07-01,2008,0,32,64,1987,10,Female,41.44,-73.04,28814,58749,113308,768,6
1520,2248,1253,Mastercard,Debit,2016-03-01,0,1,29637,2010-03-01,2010,0,32,64,1987,10,Female,41.44,-73.04,28814,58749,113308,768,6
1521,1556,1253,Mastercard,Debit,2020-02-01,1,1,24442,2020-02-01,2020,0,32,64,1987,10,Female,41.44,-73.04,28814,58749,113308,768,6
1522,2561,1253,Mastercard,Debit,2024-09-01,1,2,28390,2008-04-01,2008,0,32,64,1987,10,Female,41.44,-73.04,28814,58749,113308,768,6
1523,4869,311,Amex,Credit,2024-01-01,1,2,6600,2014-09-01,2014,0,46,68,1973,12,Female,37.18,-113.6,14470,29510,47153,752,4
1524,4094,311,Mastercard,Debit,2007-10-01,1,1,11510,1999-08-01,2011,0,46,68,1973,12,Female,37.18,-113.6,14470,29510,47153,752,4
1525,4600,311,Mastercard,Credit,2012-06-01,1,1,6400,2006-09-01,2011,0,46,68,1973,12,Female,37.18,-113.6,14470,29510,47153,752,4
1526,93,311,Discover,Credit,2024-08-01,1,1,1800,2006-01-01,2007,0,46,68,1973,12,Female,37.18,-113.6,14470,29510,47153,752,4
1527,81,1346,Visa,Credit,2024-03-01,1,2,1500,2005-01-01,2009,0,53,65,1966,3,Female,36.81,-119.75,17985,36672,99454,655,2
1528,801,1346,Visa,Debit,2020-01-01,1,1,14813,2020-01-01,2020,0,53,65,1966,3,Female,36.81,-119.75,17985,36672,99454,655,2
1529,2877,1622,Mastercard,Debit,2020-12-01,1,2,40176,2005-05-01,2009,0,41,61,1979,1,Female,42.15,-71.13,38878,79271,211919,759,1
1530,90,852,Amex,Credit,2023-10-01,1,1,10300,2006-01-01,2013,0,35,68,1985,1,Female,29.82,-82.59,19693,40156,70128,738,3
1531,1282,852,Visa,Credit,2020-01-01,1,2,4400,2011-02-01,2011,0,35,68,1985,1,Female,29.82,-82.59,19693,40156,70128,738,3
1532,4187,852,Visa,Debit,2019-04-01,1,2,15878,2006-08-01,2008,0,35,68,1985,1,Female,29.82,-82.59,19693,40156,70128,738,3
1533,4039,1394,Visa,Credit,2020-06-01,1,2,8500,2015-07-01,2015,0,30,58,1989,4,Female,38.63,-90.24,28373,57853,131828,558,4
1534,530,1394,Mastercard,Debit,2023-10-01,1,2,18022,2020-01-01,2020,0,30,58,1989,4,Female,38.63,-90.24,28373,57853,131828,558,4
1535,3468,1394,Mastercard,Debit,2016-06-01,1,1,19597,2010-06-01,2010,0,30,58,1989,4,Female,38.63,-90.24,28373,57853,131828,558,4
1536,6027,1394,Visa,Debit,2021-09-01,1,1,51504,2010-12-01,2010,0,30,58,1989,4,Female,38.63,-90.24,28373,57853,131828,558,4
1537,82,957,Visa,Debit,2021-10-01,1,2,28717,2005-01-01,2014,0,73,64,1946,9,Female,39.17,-77.26,33637,37789,24575,605,3
1538,5042,957,Amex,Credit,2021-11-01,0,1,7100,2006-10-01,2006,0,73,64,1946,9,Female,39.17,-77.26,33637,37789,24575,605,3
1539,4532,957,Mastercard,Debit,2020-06-01,0,1,27974,2003-09-01,2012,0,73,64,1946,9,Female,39.17,-77.26,33637,37789,24575,605,3
1540,5078,515,Mastercard,Debit,2022-12-01,0,2,6629,2007-10-01,2008,0,61,63,1958,10,Male,32.51,-94.76,20531,41865,60911,676,4
1541,5487,515,Mastercard,Debit,2024-03-01,1,2,2093,2007-11-01,2015,0,61,63,1958,10,Male,32.51,-94.76,20531,41865,60911,676,4
1542,3984,515,Visa,Debit,2023-09-01,1,2,27053,2011-07-01,2011,0,61,63,1958,10,Male,32.51,-94.76,20531,41865,60911,676,4
1543,3235,515,Mastercard,Debit,2023-05-01,1,2,15800,2002-06-01,2012,0,61,63,1958,10,Male,32.51,-94.76,20531,41865,60911,676,4
1544,2831,1303,Visa,Debit,2015-05-01,1,1,20699,2002-05-01,2008,0,66,69,1953,3,Male,41.31,-81.85,30381,61937,138153,684,7
1545,2705,1303,Visa,Debit,2020-11-01,1,2,31662,2012-04-01,2012,0,66,69,1953,3,Male,41.31,-81.85,30381,61937,138153,684,7
1546,6000,1303,Mastercard,Credit,2023-06-01,1,1,18900,2010-12-01,2011,0,66,69,1953,3,Male,41.31,-81.85,30381,61937,138153,684,7
1547,5059,1303,Visa,Credit,2006-11-01,1,2,14200,2006-10-01,2010,0,66,69,1953,3,Male,41.31,-81.85,30381,61937,138153,684,7
1548,6085,1303,Mastercard,Debit,2022-12-01,1,2,25292,2013-12-01,2013,0,66,69,1953,3,Male,41.31,-81.85,30381,61937,138153,684,7
1549,1557,1303,Mastercard,Debit,2023-03-01,1,1,19299,2020-02-01,2020,0,66,69,1953,3,Male,41.31,-81.85,30381,61937,138153,684,7
1550,4226,1303,Visa,Debit,2017-03-01,1,2,27215,2007-08-01,2010,0,66,69,1953,3,Male,41.31,-81.85,30381,61937,138153,684,7
1551,3765,1287,Mastercard,Debit,2012-04-01,1,2,10934,2006-07-01,2015,0,32,67,1987,7,Female,35.55,-77.05,15827,32274,72974,545,1
1552,5564,296,Mastercard,Credit,2015-04-01,1,2,20300,2009-11-01,2010,0,48,71,1971,3,Male,40.81,-74.1,37170,75785,117920,814,3
1553,4939,296,Amex,Credit,2012-10-01,1,2,9700,1999-10-01,2007,0,48,71,1971,3,Male,40.81,-74.1,37170,75785,117920,814,3
1554,3331,296,Visa,Debit (Prepaid),2023-08-01,0,2,87,2006-06-01,2006,0,48,71,1971,3,Male,40.81,-74.1,37170,75785,117920,814,3
1555,1330,1059,Visa,Credit,2023-02-01,1,2,11700,2013-02-01,2013,0,50,64,1969,4,Male,35.43,-82.5,22345,45560,79660,644,3
1556,2641,1059,Mastercard,Debit,2024-12-01,1,2,16460,2010-04-01,2010,0,50,64,1969,4,Male,35.43,-82.5,22345,45560,79660,644,3
1557,4483,1059,Visa,Debit,2023-04-01,1,1,27036,2019-08-01,2019,0,50,64,1969,4,Male,35.43,-82.5,22345,45560,79660,644,3
1558,5641,1378,Amex,Credit,2020-06-01,1,2,3100,2011-11-01,2011,0,46,67,1973,3,Female,44.27,-88.34,20013,40810,65643,614,4
1559,283,1378,Visa,Debit,2021-08-01,1,1,21757,2011-01-01,2011,0,46,67,1973,3,Female,44.27,-88.34,20013,40810,65643,614,4
1560,4227,1378,Visa,Debit,2021-07-01,1,2,15925,2007-08-01,2007,0,46,67,1973,3,Female,44.27,-88.34,20013,40810,65643,614,4
1561,2921,1378,Amex,Credit,2019-12-01,1,1,10100,2007-05-01,2016,0,46,67,1973,3,Female,44.27,-88.34,20013,40810,65643,614,4
1562,4066,1297,Mastercard,Debit,2022-07-01,1,2,20660,2018-07-01,2018,0,58,67,1961,11,Male,34.99,-92.63,18817,38371,50530,703,3
1563,1242,1297,Visa,Debit,2022-05-01,1,1,18301,2010-02-01,2010,0,58,67,1961,11,Male,34.99,-92.63,18817,38371,50530,703,3
1564,5627,1297,Visa,Credit,2011-05-01,1,2,14200,2010-11-01,2018,0,58,67,1961,11,Male,34.99,-92.63,18817,38371,50530,703,3
1565,5982,1727,Visa,Debit,2024-06-01,1,1,24230,2009-12-01,2011,0,46,67,1973,10,Female,34.0,-81.03,23917,48762,143208,771,6
1566,319,1727,Visa,Debit,2013-10-01,1,1,19636,2013-01-01,2013,0,46,67,1973,10,Female,34.0,-81.03,23917,48762,143208,771,6
